,time,queue_len,wait
3074,153.7,35,551.7000000000002
3075,153.75,36,553.5000000000001
3076,153.8,35,553.6499999999999
3077,153.85,35,555.4
3078,153.9,34,521.5000000000001
3079,153.95,34,523.2000000000002
3080,154.0,34,524.9000000000001
3081,154.05,34,526.5999999999998
3082,154.1,34,528.3
3083,154.15,34,530.0000000000001
3084,154.2,34,531.7000000000002
3085,154.25,35,533.45
3086,154.3,35,535.1999999999998
3087,154.35,35,536.9499999999999
3088,154.4,35,538.7
3089,154.45,35,540.4500000000002
3090,154.5,35,542.2
3091,154.55,35,543.9499999999998
3092,154.6,33,495.24999999999994
3093,154.65,33,496.90000000000003
3094,154.7,33,498.55000000000007
3095,154.75,33,500.2
3096,154.8,33,501.84999999999997
3097,154.85,33,503.49999999999994
3098,154.9,33,505.15000000000003
3099,154.95,33,506.80000000000007
3100,155.0,33,508.45000000000005
3101,155.05,33,510.0999999999999
3102,155.1,33,511.74999999999994
3103,155.15,33,513.4000000000001
3104,155.2,33,515.0500000000001
3105,155.25,33,516.7
3106,155.3,33,518.3499999999999
3107,155.35,33,485.19999999999993
3108,155.4,33,486.8500000000001
3109,155.45,34,488.55000000000007
3110,155.5,35,490.30000000000007
3111,155.55,34,477.1499999999999
3112,155.6,34,478.8499999999999
3113,155.65,34,480.55
3114,155.7,34,482.2500000000001
3115,155.75,34,483.95000000000005
3116,155.8,34,485.6499999999999
3117,155.85,34,487.3499999999999
3118,155.9,34,489.05
3119,155.95,34,490.7500000000001
3120,156.0,34,492.45000000000005
3121,156.05,34,494.1499999999999
3122,156.1,33,461.2999999999999
3123,156.15,33,462.95000000000005
3124,156.2,33,464.6000000000001
3125,156.25,33,466.25000000000006
3126,156.3,33,467.8999999999999
3127,156.35,33,469.5499999999999
3128,156.4,32,456.65000000000003
3129,156.45,32,458.2500000000001
3130,156.5,32,459.85
3131,156.55,32,461.44999999999993
3132,156.6,32,463.0499999999999
3133,156.65,34,464.75000000000006
3134,156.7,34,466.45000000000016
3135,156.75,34,468.15
3136,156.8,34,469.8499999999999
3137,156.85,33,437.2999999999999
3138,156.9,33,438.95000000000005
3139,156.95,33,440.60000000000014
3140,157.0,33,442.25000000000006
3141,157.05,33,443.8999999999999
3142,157.1,34,445.5999999999999
3143,157.15,34,447.30000000000007
3144,157.2,34,449.0000000000001
3145,157.25,34,450.70000000000005
3146,157.3,34,452.3999999999999
3147,157.35,33,439.8999999999999
3148,157.4,33,441.55
3149,157.45,33,443.20000000000016
3150,157.5,34,444.90000000000003
3151,157.55,34,446.59999999999997
3152,157.6,33,414.3499999999999
3153,157.65,33,416.0
3154,157.7,33,417.65000000000015
3155,157.75,33,419.3
3156,157.8,34,421.0
3157,157.85,34,422.69999999999993
3158,157.9,34,424.4
3159,157.95,34,426.10000000000014
3160,158.0,34,427.8
3161,158.05,34,429.49999999999994
3162,158.1,34,431.1999999999999
3163,158.15,34,432.90000000000003
3164,158.2,34,434.6000000000001
3165,158.25,33,422.95
3166,158.3,33,424.59999999999997
3167,158.35,32,392.6499999999999
3168,158.4,32,394.25000000000006
3169,158.45,32,395.8500000000001
3170,158.5,32,397.45
3171,158.55,32,399.04999999999995
3172,158.6,32,400.6499999999999
3173,158.65,32,402.25000000000006
3174,158.7,32,403.8500000000001
3175,158.75,32,405.45
3176,158.8,32,407.04999999999995
3177,158.85,32,408.6499999999999
3178,158.9,33,410.30000000000007
3179,158.95,34,412.0000000000001
3180,159.0,34,413.7
3181,159.05,34,415.3999999999999
3182,159.1,34,417.0999999999999
3183,159.15,33,385.45
3184,159.2,33,374.85000000000014
3185,159.25,34,376.55
