0,160
1,96
2,64
3,64
4,160
5,480
6,960
7,1920
8,2880
9,2560
10,2240
11,2240
12,2400
13,2400
14,2560
15,3040
16,3200
17,3200
18,2720
19,1920
20,1280
21,800
22,480
23,320
